transaction,category
jio bp store 99,Fuel
shoppers stop 993 main st,Shopping
spar-store,Groceries
udaan #193,Shopping
nARaYaNA hEAlTH,Health
red bus,Transportation
TaXi,Transportation
cafe.com,Food & Dining
dunzo,Groceries
craftsvilla-store,Shopping
cOSTCO,Groceries
reebok,Shopping
  nature's basket  ,Groceries
comcast 145 main st,Utilities
pvr,Entertainment
Adani pOWer,Utilities
uber-store,Transportation
INDIAN OIL,Fuel
albalaji,Entertainment
carnival cinemas store 495,Entertainment
idea,Utilities
wynk music/shop,Entertainment
msedyl,Utilities
behrouz biryani*,Food & Dining
decathlon india-store,Shopping
oikona,Utilities
swggy instamart,Food & Dining
dr lal pathlabs store 473,Health
cinema store 5,Entertainment
sames the shop,Entertainment
Gaana,Entertainment
narayana heath,Health
eros now store 157,Entertainment
Raymond,Shopping
you broadband.com,Utilities
frESHMeNu,Food & Dining
paytm movies/shop,Entertainment
Indian Oil,Fuel
nykaa fashion-store,Shopping
relianc power,Utilities
cng,Fuel
star bazar,Groceries
indban oil,Fuel
utilities,Utilities
SHeLL INdiA,Fuel
ChEvrOn,Fuel
bpcl/shop,Fuel
idian oil,Fuel
MFINE,Health
  hathway  ,Utilities
reliance kmart,Groceries
kims hospital,Health
wegmans/shop,Groceries
pizza store 201,Food & Dining
GAP,Shopping
paytm bus.com,Transportation
spar.com,Groceries
medplus,Health
dmart ready-store,Groceries
panera,Food & Dining
bikanergala,Food & Dining
cable #7735,Utilities
kims hospital 627 main st,Health
bIgBaskEt,Groceries
NILgIri'S,Groceries
chai point*,Food & Dining
shop*,Shopping
RETAIL,Shopping
NyKAa fAShioN,Shopping
hpcl 399 main st,Fuel
SUBWAY INDIA,Food & Dining
cafe coffee day-store,Food & Dining
Nilgiri'S,Groceries
meesho,Shopping
hndustan petroleum,Fuel
jio cinema*,Entertainment
kochi metro 883 main st,Transportation
fare store 354,Transportation
internet-store,Utilities
lilavati,Health
astyr,Health
  bpcl  ,Fuel
indraprastha gas*,Utilities
disney hotstar/shop,Entertainment
apsrtc store 358,Transportation
behropz biryani,Food & Dining
amazon 494 main st,Shopping
liberty store 267,Shopping
care hospital store 56,Health
TJ,Groceries
  bus  ,Transportation
pharmeasy,Health
paytm movies*,Entertainment
clinic,Health
bestbuy*,Shopping
petrolhpump,Fuel
tikoa,Utilities
bp,Fuel
disney.com,Entertainment
barista*,Food & Dining
Manipal Hospital,Health
  spar  ,Groceries
TRUeMEdS,Health
meru cabs.com,Transportation
SHoP,Shopping
water*,Utilities
comcast*,Utilities
hathwny,Utilities
gas station-store,Fuel
zepto 224 main st,Groceries
mobil,Fuel
shopper'h stop,Shopping
namma metro-store,Transportation
bigbazaar,Groceries
craftsvilla 271 main st,Shopping
vijay sales,Shopping
SHOPPERS STOP,Shopping
max healthcare,Health
petrol pumh,Fuel
NE,Fuel
altbalaji,Entertainment
  transit  ,Transportation
iocl-store,Fuel
1mg-store,Health
bharat petroleum-store,Fuel
wendys 779 main st,Food & Dining
jio bp store 127,Fuel
qaana,Entertainment
narayana health 499 main st,Health
HOTSTAR,Entertainment
bpcl #666,Fuel
24 seven/shop,Groceries
  inox  ,Entertainment
mahanagar gas,Utilities
walmart 255 main st,Shopping
behrouz biryani #8394,Food & Dining
metro-store,Transportation
hospital/shop,Health
cafe coffee day,Food & Dining
spencers*,Groceries
power.com,Utilities
Lifestyle,Shopping
zara store 436,Shopping
Apollo Clinic,Health
SWIGGY,Food & Dining
nilgiri's.com,Groceries
jiomart,Groceries
bescom*,Utilities
chevron,Fuel
store #4324,Shopping
book my show,Entertainment
max fashion store 439,Shopping
iOcL,Fuel
uber india #6595,Transportation
medicomer,Health
  hulu  ,Entertainment
  amazon india  ,Shopping
hotstar 225 main st,Entertainment
  igl  ,Utilities
pUMA,Shopping
  sahakari bhandar  ,Groceries
Box8,Food & Dining
chennai metro,Transportation
doctor/shop,Health
shopclues/shop,Shopping
best store 347,Transportation
pspcl/shop,Utilities
gams,Entertainment
apna bczaar,Groceries
Fuel,Fuel
  nordstrom  ,Shopping
wynk music #4618,Entertainment
bigbazaar.com,Groceries
shell india,Fuel
reliance digital #9556,Shopping
max hospital,Health
parking,Transportation
gas station/shop,Fuel
hulu*,Entertainment
hathwAy,Utilities
grocery.com,Groceries
Snapdeal,Shopping
neTmeds,Health
gap 108 main st,Shopping
bangalore metro 525 main st,Transportation
delhi jal board,Utilities
prime video india,Entertainment
max hospital,Health
snapdeal.com,Shopping
jio saavn/shop,Entertainment
sunoco-store,Fuel
hoichoi 884 main st,Entertainment
bigbasket-store,Groceries
lifestyle 141 main st,Shopping
bpcl 661 main st,Fuel
essar oil.com,Fuel
  apna bazaar  ,Groceries
AI,Shopping
SunOco,Fuel
namma metro,Transportation
care hospital-store,Health
BOOK mY show,Entertainment
  apple store india  ,Shopping
grofers 535 main st,Groceries
DH,Entertainment
SS,Shopping
PETROL PUMP,Fuel
ersnow,Entertainment
apple store/shop,Shopping
apollo clinic-store,Health
nextra 980 main st,Utilities
sunoco,Fuel
apollo hospitals.com,Health
marathon,Fuel
jiomart 506 main st,Groceries
doctor,Health
care hospital #6710,Health
watdr,Utilities
carnival cinemas*,Entertainment
azter,Health
TaTaCLIQ,Shopping
dieel,Fuel
ersnow,Entertainment
breach candy 329 main st,Health
nayara energy 402 main st,Fuel
1mg 408 main st,Health
reliance petroleum #7523,Fuel
VI,Utilities
hulu*,Entertainment
red bus #4949,Transportation
KFC,Food & Dining
  ola  ,Transportation
fortis.com,Health
reliance petroleum #749,Fuel
  mx player  ,Entertainment
chai point #2789,Food & Dining
mall*,Shopping
mstc,Transportation
wow momo,Food & Dining
medplus #2875,Health
samsung store*,Shopping
  zara  ,Shopping
mAcYs,Shopping
d2h/shop,Utilities
TRUEMEDS,Health
ola cabs.com,Transportation
motimahal,Food & Dining
onemg*,Health
PETROl PuMp,Fuel
oneplus store 483 main st,Shopping
electric,Utilities
bikanervala.com,Food & Dining
Pharmacy,Health
transport,Transportation
red bus.com,Transportation
SD,Health
DOMINOS INDIA,Food & Dining
SATyaM cinemas,Entertainment
tarzet,Groceries
cable store 99,Utilities
SHELL,Fuel
petrol #6321,Fuel
nextra/shop,Utilities
dominos #2708,Food & Dining
big basket-store,Groceries
tradar joes,Groceries
PRIME VIDEO INDIA,Entertainment
spencer's store 1,Groceries
HINDUJA HOSPITAL,Health
MOTHERHOOD,Health
BESCOM,Utilities
ONEMG,Health
BB,Groceries
dental store 69,Health
Tatasky,Utilities
gas stption,Fuel
PAYTM MALL,Shopping
disney hotstar,Entertainment
shell*,Fuel
Hungama,Entertainment
blinit,Groceries
liberty #6066,Shopping
nilgiris*,Groceries
practo*,Health
xbox-store,Entertainment
Snapdeal,Shopping
games th shop,Entertainment
reebk,Shopping
shopper's stop-store,Shopping
mtnl,Utilities
  mobil  ,Fuel
Airtel,Utilities
spar.com,Groceries
hyderabad metro store 444,Transportation
breach candy store 11,Health
mat hospital,Health
HALdIRaMs,Food & Dining
haldiram*,Food & Dining
Blusmart,Transportation
MEDICAL,Health
kfc india.com,Food & Dining
msutc,Transportation
cng store 326,Fuel
myupchar-store,Health
BURgER KinG InDia,Food & Dining
satyam cinemas 492 main st,Entertainment
  pspcl  ,Utilities
redbus/shop,Transportation
jio bp,Fuel
Jiomart,Groceries
MACYS,Shopping
indan railways,Transportation
metgo,Transportation
Target,Shopping
transport,Transportation
homeshop18/shop,Shopping
Pvr,Entertainment
hospital store 463,Health
punjai dhaba,Food & Dining
KM,Transportation
fortis hospital/shop,Health
amazdn india,Shopping
EASYDAY,Groceries
Att,Utilities
myntra/shop,Shopping
taco bell india store 348,Food & Dining
faasos store 394,Food & Dining
OLA cAbs,Transportation
EASYDAY,Groceries
cvs*,Health
inox 882 main st,Entertainment
rELiANcE poweR,Utilities
reliance fresh,Groceries
coffee,Food & Dining
indRapRAsTHa gAs,Utilities
gail-store,Utilities
mx player 827 main st,Entertainment
jitmart,Groceries
myntra-store,Shopping
disney+ hotstav,Entertainment
Lyft,Transportation
jaslok store 448,Health
medplus,Health
dtc,Transportation
pvr cinemas 680 main st,Entertainment
BUS,Transportation
max healthcare.com,Health
MCDONALDS,Food & Dining
marathon.com,Fuel
fortis hospital,Health
jio store 264,Utilities
d2h,Utilities
Utilities,Utilities
uber #1599,Transportation
ccd store 139,Food & Dining
verbzon,Utilities
  haldirams  ,Food & Dining
sahakari bhandar,Groceries
rainbow hospital-store,Health
telecom #4551,Utilities
reliance power/shop,Utilities
STAR BAZAAR,Groceries
hpcl,Fuel
1mg*,Health
GC,Utilities
SAHAKARI BHANDAR,Groceries
SPOTIFY INDIA,Entertainment
dmart ready store 289,Groceries
Raymond,Shopping
publix.com,Groceries
apple store,Shopping
  kochi metro  ,Transportation
blusart,Transportation
dInEr,Food & Dining
more store 102,Groceries
  nayara energy  ,Fuel
gaana 193 main st,Entertainment
jio bp,Fuel
hoiCHoI,Entertainment
bigbasket-store,Groceries
spotify india,Entertainment
cafe-store,Food & Dining
OLA CABS,Transportation
essar oil-store,Fuel
indraprastha gas store 77,Utilities
24 seven #4187,Groceries
macys.com,Shopping
tneb 632 main st,Utilities
indraprastha gas/shop,Utilities
faasos,Food & Dining
relince smart,Groceries
sahakari bhandar 471 main st,Groceries
sahakari bhandar/shop,Groceries
delhi metro store 380,Transportation
Medical,Health
nextqa,Utilities
fb india,Shopping
lyft 957 main st,Transportation
SRL DIAGNOsTiCs,Health
health-store,Health
hungama,Entertainment
tata sky #7087,Utilities
lunchboh,Food & Dining
spENcErs,Groceries
h&m 475 main st,Shopping
hINdUStaN pETRoleum,Fuel
bpcl store 150,Fuel
flikart supermart,Groceries
gamestheshop,Entertainment
bigbasket/shop,Groceries
aster store 294,Health
Reliance Jio,Utilities
spotify india 677 main st,Entertainment
  subway india  ,Food & Dining
adidas/shop,Shopping
spencers store 210,Groceries
WALGREENS,Health
nextra store 375,Utilities
  kolkata metro  ,Transportation
mahanaga gas,Utilities
Natures Basket,Groceries
inox 186 main st,Entertainment
pvr*,Entertainment
panera store 413,Food & Dining
walMart,Groceries
hINDuJa HospiTaL,Health
aldi #3596,Groceries
pspcl,Utilities
Nayara Energy,Fuel
Indiamart,Shopping
reebok.com,Shopping
gas stbtion,Fuel
chevron-store,Fuel
Satyam Cinemas,Entertainment
pspcl/shop,Utilities
moie,Entertainment
kroger-store,Groceries
bses-store,Utilities
target store 369,Groceries
behrouz biryani 410 main st,Food & Dining
burger qing india,Food & Dining
cable,Utilities
MACYS,Shopping
diesel,Fuel
Moti MaHal,Food & Dining
cafe,Food & Dining
delhi jal board #1953,Utilities
one plus,Shopping
indian oil,Fuel
starbucks store 274,Food & Dining
vijay sales-store,Shopping
amazon india 496 main st,Shopping
  mobikwik  ,Transportation
walmart*,Groceries
dish tv-store,Utilities
netflix*,Entertainment
jio saavc,Entertainment
apollo pharmacy-store,Health
hoichoi*,Entertainment
BB,Groceries
  nayara energy  ,Fuel
dbshtv,Utilities
pvr,Entertainment
Myntra,Shopping
games 180 main st,Entertainment
GAS STATION,Fuel
iocl*,Fuel
bus store 57,Transportation
uber #9596,Transportation
TATA SKY,Utilities
OC,Transportation
auto gas,Fuel
jio saavn*,Entertainment
d2h store 443,Utilities
  walgreens  ,Health
yashoda/shop,Health
meru cabs-store,Transportation
jio mart.com,Groceries
grocery.com,Groceries
bmtc.com,Transportation
rapido*,Transportation
meru cabs #4328,Transportation
HALDIRAMS,Food & Dining
fuel #9158,Fuel
bescom 143 main st,Utilities
tatacliq #4398,Shopping
chevron 635 main st,Fuel
bus/shop,Transportation
Msrtc,Transportation
mega cabs store 339,Transportation
moti mahal 16 main st,Food & Dining
mubai metro,Transportation
DMART READY,Groceries
Costco,Groceries
hinduja hospital store 100,Health
  hospital  ,Health
walmart #9391,Shopping
gamestheshop store 418,Entertainment
truemeds,Health
esSAR OiL,Fuel
hoichoi,Entertainment
pizza/shop,Food & Dining
diesel/shop,Fuel
dtc/shop,Transportation
dr lal pathlabs/shop,Health
panera,Food & Dining
diesel,Fuel
AB,Utilities
dmart ready/shop,Groceries
MI store,Shopping
panera.com,Food & Dining
comcast #580,Utilities
Rail,Transportation
papking,Transportation
  inox  ,Entertainment
nextra store 8,Utilities
store,Shopping
yshoda,Health
WESTSIDE,Shopping
Saravana Bhavan,Food & Dining
ovenstory.com,Food & Dining
SB,Food & Dining
  dtc  ,Transportation
mega cabs.com,Transportation
eros now.com,Entertainment
zepto-store,Groceries
whole foods,Groceries
  taxi  ,Transportation
  hoichoi  ,Entertainment
chennai metrj,Transportation
SUBWAY INDIA,Food & Dining
poorvika.com,Shopping
ola*,Transportation
CHAi POINT,Food & Dining
Shopclues,Shopping
bharat petroleum #151,Fuel
BMTc,Transportation
hypercity 107 main st,Groceries
mhx healthcare,Health
GroCeRY,Groceries
PhoNE,Utilities
Kolkata Metro,Transportation
COSTCO,Groceries
Paytm Movies,Entertainment
vepto,Groceries
JASLOK,Health
mtnl-store,Utilities
bangalore metro 492 main st,Transportation
  best  ,Transportation
udupi store 473,Food & Dining
Apollo hospItALs,Health
reliance fresh.com,Groceries
tatacliq/shop,Shopping
  transport  ,Transportation
woodland #5205,Shopping
lifestyle #8613,Shopping
SUBWAY,Food & Dining
cafe/shop,Food & Dining
mtnl #2801,Utilities
MG,Utilities
zomato,Food & Dining
bharat petroleum store 335,Fuel
CAFE COFFEE DAY,Food & Dining
fare,Transportation
MTnL,Utilities
  reliance petroleum  ,Fuel
d mart.com,Groceries
medical #5369,Health
pharmeasy 73 main st,Health
telecom/shop,Utilities
MArAtHoN,Fuel
samsung store store 393,Shopping
swiggy-store,Food & Dining
act fibernet 845 main st,Utilities
fortis.com,Health
telecom-store,Utilities
natures basket,Groceries
NoRdsTRom,Shopping
altbalaji,Entertainment
sonyliv,Entertainment
reliance petrol #4516,Fuel
reliance trends,Shopping
fare #3839,Transportation
mtnl/shop,Utilities
msrtc store 450,Transportation
bharat petroleum 446 main st,Fuel
paoera,Food & Dining
cafe 938 main st,Food & Dining
  petrol  ,Fuel
hldirams,Food & Dining
tata cliq 894 main st,Shopping
reliance digital,Shopping
target,Shopping
HPCL,Fuel
act broadband 175 main st,Utilities
jio cinema,Entertainment
bpcl.com,Fuel
rebel foods store 157,Food & Dining
BIRYANI BLUES,Food & Dining
trader joes/shop,Groceries
wynk music.com,Entertainment
Fabindia,Shopping
  cinepolis  ,Entertainment
delhi metro.com,Transportation
wow momo 511 main st,Food & Dining
hinduja hospital,Health
utilties,Utilities
apollo hospitals/shop,Health
dish tv/shop,Utilities
VOOT,Entertainment
FaAsOS,Food & Dining
wynk music.com,Entertainment
ManIpAL HoSPItAl,Health
bses store 125,Utilities
  petrol  ,Fuel
ALdi,Groceries
dishtv store 411,Utilities
taXi,Transportation
auto gas*,Fuel
jio cinema store 195,Entertainment
ircc,Transportation
hyderabad metro #9761,Transportation
spencer's-store,Groceries
tata power 140 main st,Utilities
Diesel,Fuel
Act Fibernet,Utilities
pizza*,Food & Dining
shell-store,Fuel
apollo clnic,Health
irctc*,Transportation
  tatacliq  ,Shopping
craftsvilla 95 main st,Shopping
MacyS,Shopping
spencer's 200 main st,Groceries
bus*,Transportation
igl,Utilities
spotify india-store,Entertainment
hpcl,Fuel
rapido,Transportation
spencer's.com,Groceries
mfine.com,Health
max healthcare 25 main st,Health
petrol pump,Fuel
gumes,Entertainment
apple store india #8582,Shopping
gamesteshop,Entertainment
medicax,Health
reliance jio,Utilities
Delhi Jal Board,Utilities
motmerhood,Health
Disney,Entertainment
amUSemEnt,Entertainment
aha-store,Entertainment
rebel foods,Food & Dining
raymond,Shopping
health/shop,Health
NEXTRA,Utilities
tatapsky,Utilities
medplus 656 main st,Health
TATasky,Utilities
buvger king india,Food & Dining
REEBOK,Shopping
RAiNBOW hospitaL,Health
indian oil-store,Fuel
hoichoi,Entertainment
  rebel foods  ,Food & Dining
Westside,Shopping
paym bus,Transportation
movie 820 main st,Entertainment
Natures Basket,Groceries
pIZzA,Food & Dining
miraj cinemas,Entertainment
CHEVRON,Fuel
electric/shop,Utilities
petrol pump.com,Fuel
walmart.com,Shopping
  tneb  ,Utilities
torrent ower,Utilities
  reliance petrol  ,Fuel
grofers,Groceries
jiosaavn 382 main st,Entertainment
gasoline,Fuel
oneMG,Health
petrol,Fuel
fLipKArt,Shopping
fortis hospital store 346,Health
redbus/shop,Transportation
starbucks store 348,Food & Dining
wyk music,Entertainment
mobil*,Fuel
parking.com,Transportation
bigbasket*,Groceries
kroger.com,Groceries
  rebel foods  ,Food & Dining
dmart/shop,Groceries
hpcl.com,Fuel
HH,Health
kfc india/shop,Food & Dining
vodafone idea store 342,Utilities
gamis the shop,Entertainment
altbalaji/shop,Entertainment
aIrtel DigITaL tv,Utilities
PUBLIX,Groceries
subway,Transportation
ga company,Utilities
MI STORE,Shopping
  manipal hospital  ,Health
ksrtc-store,Transportation
the burger club store 92,Food & Dining
REDBUS,Transportation
Paytm Bus,Transportation
box8-store,Food & Dining
transit,Transportation
bistro #1889,Food & Dining
nayara energy #1818,Fuel
  care hospital  ,Health
NILGIRIS,Groceries
book my show.com,Entertainment
pspcl.com,Utilities
HINDUJA HOSPITAL,Health
panera store 37,Food & Dining
rebel foods,Food & Dining
BKI,Food & Dining
gas station,Fuel
sWiGgy iNSTAmART,Food & Dining
ZOMATO,Food & Dining
more-store,Groceries
cinepolis-store,Entertainment
red bus,Transportation
reliance petrol,Fuel
games,Entertainment
sbny liv,Entertainment
KFC INDIA,Food & Dining
hotstar #4259,Entertainment
yashoda*,Health
metro cash store 389,Groceries
gas company 562 main st,Utilities
woodland #9934,Shopping
bses.com,Utilities
pizza*,Food & Dining
ecectric,Utilities
rebel foods/shop,Food & Dining
NETFLIX,Entertainment
hotstar #2165,Entertainment
chipotle 257 main st,Food & Dining
medicover*,Health
bPcL,Fuel
shoppers stop/shop,Shopping
doctor.com,Health
swiggy nstamart,Food & Dining
book my show/shop,Entertainment
jio/shop,Utilities
medplus store 50,Health
airtel digital tv/shop,Utilities
nextra/shop,Utilities
KOCHI METRO,Transportation
Fare,Transportation
taco bell/shop,Food & Dining
ACT BROADBAND,Utilities
super bazar,Groceries
  bistro  ,Food & Dining
OP,Shopping
CoMcast,Utilities
vijay sales.com,Shopping
indaamart,Shopping
grofers,Groceries
diner 440 main st,Food & Dining
bookmyshow/shop,Entertainment
Petrol,Fuel
lunchbox,Food & Dining
sunoco*,Fuel
supermarket.com,Groceries
tata power,Utilities
raymond-store,Shopping
  hyderabad metro  ,Transportation
cng store 178,Fuel
dunkin store 468,Food & Dining
REBEL FOODS,Food & Dining
xbox,Entertainment
market-store,Groceries
Instamart,Groceries
oneplus store,Shopping
aster store 157,Health
petrol #7103,Fuel
wegmans-store,Groceries
chevron 948 main st,Fuel
  auto gas  ,Fuel
irctn,Transportation
lilavati-store,Health
chevron 901 main st,Fuel
  sony liv  ,Entertainment
RA,Health
namma metro,Transportation
fuel store 256,Fuel
idea*,Utilities
  jiomart  ,Groceries
mfINE,Health
Gaana,Entertainment
apollo hospitals,Health
flipkart supermart-store,Groceries
max healthcare 328 main st,Health
lifestyle,Shopping
dtc/shop,Transportation
mobilwik,Transportation
Wynk Music,Entertainment
swiggy instamart,Food & Dining
games/shop,Entertainment
JIO SAAVN,Entertainment
reLIANCE Jio,Utilities
cafe #6594,Food & Dining
kchi metro,Transportation
DISNEY HOTSTAR,Entertainment
nayara energy*,Fuel
vodafone,Utilities
mall,Shopping
docter,Health
  hinduja hospital  ,Health
indraprstha gas,Utilities
redbus*,Transportation
hyderabad metro,Transportation
Apsrtc,Transportation
Hungama,Entertainment
TELECOM,Utilities
vijay sales store 432,Shopping
cvs*,Health
panera store 320,Food & Dining
rail.com,Transportation
thyrocre,Health
meru cabs #9503,Transportation
BIGBAZAAR,Groceries
instamart,Groceries
  udupi  ,Food & Dining
chevron #3017,Fuel
haldirams store 325,Food & Dining
tneb.com,Utilities
spencers store 301,Groceries
dishtv #8365,Utilities
dining #9867,Food & Dining
safeway.com,Groceries
marathon*,Fuel
irctc,Transportation
spotify.com,Entertainment
vijay sales,Shopping
blu smrt,Transportation
nykaa 635 main st,Shopping
MEDICAL,Health
aIRteL DIgItAl Tv,Utilities
jabong store 67,Shopping
Subway India,Food & Dining
cng/shop,Fuel
Lunchbox,Food & Dining
central,Shopping
alt baluji,Entertainment
ksrtc #3054,Transportation
wHolE foODs,Groceries
igl*,Utilities
disney+ hotstar,Entertainment
bpcl-store,Fuel
aldi store 134,Groceries
naapool,Shopping
diesel-store,Fuel
amazon store 146,Shopping
easyday,Groceries
mtnl,Utilities
dtc-store,Transportation
nextra #8921,Utilities
phone-store,Utilities
medicine-store,Health
  cng  ,Fuel
flipkart supermart*,Groceries
electric,Utilities
kfc india/shop,Food & Dining
oven story store 289,Food & Dining
nykaa 666 main st,Shopping
Udaan,Shopping
GAANA,Entertainment
TACO BELL,Food & Dining
cng 446 main st,Fuel
koovs 90 main st,Shopping
watr,Utilities
Lifestyle,Shopping
apollo hospitals #5007,Health
ReebOK,Shopping
reebok-store,Shopping
zepto #689,Groceries
gaMEsTHeSHop,Entertainment
gail,Utilities
DIESEL,Fuel
mi store.com,Shopping
jiocinema 565 main st,Entertainment
baytm mall,Shopping
woodland.com,Shopping
Dominos,Food & Dining
  fuel  ,Fuel
clinic*,Health
tata cliq/shop,Shopping
kokilaben,Health
mcdonalds store 275,Food & Dining
essar oil,Fuel
tatasky*,Utilities
more megastore 461 main st,Groceries
kroger/shop,Groceries
  hindustan petroleum  ,Fuel
lifestyle stores-store,Shopping
adani power 560 main st,Utilities
india oil,Fuel
Mtnl,Utilities
bp*,Fuel
HaTHwAY,Utilities
dih tv,Utilities
reBEL FooDS,Food & Dining
  jio cinema  ,Entertainment
tatasky,Utilities
  jiocinema  ,Entertainment
pharmacy/shop,Health
gas station,Fuel
medplus,Health
iocl.com,Fuel
verizon #5764,Utilities
msedcl.com,Utilities
swigy instamart,Food & Dining
  bp  ,Fuel
  kolkata metro  ,Transportation
starbucs,Food & Dining
dmart ready,Groceries
fuel #7496,Fuel
ZOMATO,Food & Dining
MOtHERhooD,Health
shell-store,Fuel
Dominos India,Food & Dining
  metro cash  ,Groceries
namma metro,Transportation
amazon india,Shopping
walmart/shop,Groceries
taxi.com,Transportation
TATASKY,Utilities
chevron/shop,Fuel
SUNoCO,Fuel
cafe coffee day/shop,Food & Dining
24 seven,Groceries
hulu,Entertainment
essar oil/shop,Fuel
westside store 401,Shopping
bmtc/shop,Transportation
reliance fresh.com,Groceries
24 seven store 329,Groceries
Concert,Entertainment
ACT FIBERNET,Utilities
auto gas-store,Fuel
spotify india #3870,Entertainment
metro-store,Transportation
faasos 92 main st,Food & Dining
bpcl,Fuel
rite aid,Health
bangalore metro,Transportation
sPoTIfy,Entertainment
autoogas,Fuel
qedicine,Health
verizon store 354,Utilities
KOKILABEN,Health
saFewaY,Groceries
supermarket,Groceries
bmtc,Transportation
apple music india*,Entertainment
punjahi dhaba,Food & Dining
  hospital  ,Health
haldirams/shop,Food & Dining
netmeds,Health
  motherhood  ,Health
kiesel,Fuel
indian railways 701 main st,Transportation
Jio Cinema,Entertainment
haldirams store 252,Food & Dining
jio bp store 125,Fuel
dental-store,Health
hathway*,Utilities
Breach Candy,Health
pEtROl PUmP,Fuel
AHA,Entertainment
behrouz biryani/shop,Food & Dining
egxon,Fuel
  dr lal pathlabs  ,Health
stEaM,Entertainment
apple music india-store,Entertainment
dmrc/shop,Transportation
  apple music india  ,Entertainment
grofers.com,Groceries
max fashiox,Shopping
tneb #4828,Utilities
shoppers top,Shopping
redbux,Transportation
Blu sMArt,Transportation
NYKAA,Shopping
dining #1559,Food & Dining
hospItal,Health
vodafone,Utilities
Cinepolis,Entertainment
internet,Utilities
haLdiRAm,Food & Dining
ElECTRic,Utilities
THEATER,Entertainment
astxr,Health
motherhood/shop,Health
mumbai metro store 278,Transportation
patm bus,Transportation
ola cabs store 155,Transportation
petrol pump,Fuel
fare,Transportation
essar oil #1537,Fuel
hindustan petroleum store 341,Fuel
kokilaben 65 main st,Health
  bookmyshow  ,Entertainment
namma metro,Transportation
marathon store 164,Fuel
tatasky,Utilities
hathway 459 main st,Utilities
craftsvilla store 385,Shopping
taco bell 116 main st,Food & Dining
shoppes stop,Shopping
rebel foods.com,Food & Dining
puma store 96,Shopping
indraprasuha gas,Utilities
croma/shop,Shopping
taxi,Transportation
breach candy*,Health
nilgiri's 15 main st,Groceries
  entertainment  ,Entertainment
amazon-store,Shopping
  koovs  ,Shopping
disney store 307,Entertainment
fuel*,Fuel
kims hospital #6916,Health
book my show*,Entertainment
fresh,Groceries
bIkAnervAla,Food & Dining
jiomart,Groceries
Moti Mahal,Food & Dining
aster store 62,Health
dibsel,Fuel
practo,Health
sony liv.com,Entertainment
RF,Groceries
youtube uusic,Entertainment
SNAPDEAL,Shopping
more/shop,Groceries
Bpcl,Fuel
wvndys,Food & Dining
cafe coffee day.com,Food & Dining
DISNEY+ HOTSTAR,Entertainment
cafe offee day,Food & Dining
Adani Power,Utilities
  gaana  ,Entertainment
bp,Fuel
  petrol  ,Fuel
flipkart supermart store 391,Groceries
thyrocre,Health
reel foods,Food & Dining
  sun direct  ,Utilities
dmart.com,Groceries
bistro.com,Food & Dining
hulu/shop,Entertainment
mUmBAI METRo,Transportation
qetail,Shopping
SUNOCO,Fuel
burger king india.com,Food & Dining
HYDERABAD METRO,Transportation
fresc menu,Food & Dining
rapido/shop,Transportation
hoichoi,Entertainment
Sunoco,Fuel
moti mahal/shop,Food & Dining
market-store,Groceries
jio mait,Groceries
pharmacy #5117,Health
aiis,Health
care 332 main st,Health
Spotify,Entertainment
decathlon india,Shopping
SUN DIRECT,Utilities
LilAvati,Health
twenty fou seven,Groceries
dmart ready store 291,Groceries
mfine,Health
retail*,Shopping
saeway,Groceries
mumbai metro 17 main st,Transportation
AP,Health
max fashion*,Shopping
power/shop,Utilities
woodland #4881,Shopping
pharmacy store 470,Health
practo store 277,Health
STORE,Shopping
AP,Utilities
transport #1432,Transportation
cAre,Health
Taxi,Transportation
bookmyshow/shop,Entertainment
Disney Hotstar,Entertainment
doctor,Health
youtube music.com,Entertainment
Health,Health
  apsrtc  ,Transportation
dmrc store 270,Transportation
sun nxt 671 main st,Entertainment
cosTCO,Groceries
  moti mahal  ,Food & Dining
aha.com,Entertainment
bLInKIt,Groceries
tata sky #7060,Utilities
tragsit,Transportation
att,Utilities
shell 685 main st,Fuel
fresh,Groceries
fresh store 334,Groceries
disney*,Entertainment
bses #185,Utilities
jltbalaji,Entertainment
reebok store 146,Shopping
igl.com,Utilities
abhibus/shop,Transportation
  spencer's  ,Groceries
bistro,Food & Dining
WOw MOMO,Food & Dining
RB,Transportation
Delhi Jal Board,Utilities
  water  ,Utilities
dunzo #1710,Groceries
bigbasket-store,Groceries
narayana health.com,Health
PaYTM BUS,Transportation
Amazon,Shopping
chevron,Fuel
SB,Food & Dining
tata dower,Utilities
act broadband.com,Utilities
hotstar-store,Entertainment
gap store 47,Shopping
pantaqoons,Shopping
max helthcare,Health
Entertainment,Entertainment
reliance petrol,Fuel
The Burger Club,Food & Dining
  spotify  ,Entertainment
  nilgiri's  ,Groceries
autw gas,Fuel
reliance fresh.com,Groceries
snapdeal,Shopping
HYDERABAD METRO,Transportation
  miraj cinemas  ,Entertainment
snyliv,Entertainment
kolkata metro-store,Transportation
spotify store 392,Entertainment
BEST,Transportation
  lybrate  ,Health
  d mart  ,Groceries
apple music india.com,Entertainment
hpcl.com,Fuel
jio cinema-store,Entertainment
hospital*,Health
apple store india 103 main st,Shopping
flipkart supermart*,Groceries
kroger*,Groceries
truemeds #587,Health
dining store 367,Food & Dining
flipkart supermart/shop,Groceries
reliance digital,Shopping
